package,experiment,run_id,experiment_id,system,workload,size,mode,implementation_mode,target_mhz,status,validation_pass,first_output_cycles,completion_cycles,tokens_checked,lut,ff,dsp,bram_18k_equiv,bram_36k,bram_18k,uram,wns_ns,tns_ns,achieved_ns,hls_wall_s,hls_sum_job_s,vivado_total_s,synth_s,place_s,route_s,unrouted,roles,instances,report_paths,failure_reason,numeric_semantics,array_shape,steady_interval_cycles,total_wall_s,axi_masters,axi_width_bits,autosa_command,variant,tiles_per_launch,tile_interval_cycles,launch_interval_cycles,last_output_cycles,first_output_cold_cycles,completion_cold_cycles,cosim_latency_min,cosim_latency_avg,cosim_latency_max,cosim_interval_min,cosim_interval_avg,cosim_interval_max,cosim_wall_s,vcd_wall_s,top_port_bits,numeric_validation,provenance,notes,vivado_synth_s,source_agent,build_dir,build_state,collected_at,run_total_wall_s,gen_s,csim_s,cosim_s,export_s,wrapper_synth_s,opt_s,phys_opt_s,cosim_total_cycles,cosim_latency_cold_launch0,cosim_interval_cold_launch0,vcd_latency_warm,vcd_first_output_cold_launch0,vcd_latency_cold_launch0,vcd_last_output_warm,output_beats_per_launch,first_output_method,hls_est_period_ns,hls_est_latency_cycles,hls_est_lut,hls_est_ff,hls_est_dsp,hls_est_bram18k,hls_est_uram,cp_post_synth_ns,cp_post_impl_ns,timing_met,nets_with_routing_errors,srl,clb,pe_count,tiles_folded,output_stationary,tb_seed_results,axi_data_widths,transforms_streamed,interface,unroll_factor,transform_size,config,ordering,stimulus,seeds,transforms_completed,max_abs_error,max_norm_error,run_by,reps,launches_per_block,device_kernel_s_mean,device_kernel_s_best,transfer_s_mean,pack_s_mean,host_math_s_mean,wall_s_mean,hybrid,array_size,weight_mode,reorder_program,tiles,cycles_per_tile,source,design,workers,projects,repetitions,completed_jobs,timed_out_repetitions,completed_jobs_when_timed_out,timeout_s,frontend_s_median,hls_wall_s_median,hls_wall_s_min,hls_wall_s_max,hls_sum_job_elapsed_s_median,cpu_s_median,load_start,M,d,groups,dsp_count,cycles_per_query_row,kind,in_paper_table,hls_design_lines,spmw_design_lines,ratio_design,hls_config_lines,spmw_config_lines,hls_test_lines,spmw_test_lines
e1_gemm/autosa,E1,autosa_mm32i8z32_cosim,E1,AutoSA,32x32x16,,,cosim,300,pass,true,87,2989,,,,,,,,,,,,36088.4,,,,,,,,,reports/autosa_mm32i8z32_cosim/,,int8xint8->int32,32x32,3011,51124.722251594,3,gmem_A=128;gmem_B=128;gmem_C=32,"./autosa /scratch/hc676/e1_autosa_2026-09-06/gen/mm32i8z32/kernel.c --config=./autosa_config/autosa_config.json --target=autosa_hls_c --output-dir=/scratch/hc676/e1_autosa_2026-09-06/gen/mm32i8z32/out --sa-sizes={kernel[]->space_time[3];kernel[]->array_part[32,32,16];kernel[]->latency[1,1];kernel[]->simd[1]} --simd-info=/scratch/hc676/e1_autosa_2026-09-06/gen/mm32i8z32/simd_info.json --hls",cinit,1,,3011,2983,87,2989,3009,3021,3046,3009,3027,3046,13704.282666895,1332.039584699,1351,"numpy int32 reference, seeds 0/1/2, mixed-sign int8 with -128/127 pinned, exact compare of every output in the RTL post-check","AutoSA generation + csynth: this agent (np/ lanes, 2026-09-06 22:55 onwards); numpy 3-seed cosim + VCD: this agent (np/ lanes, 2026-09-06 22:55 onwards)","one tile per launch: steady_interval_cycles = launch-to-launch interval of the kernel's ap_start (VCD, includes the testbench's AXI-lite re-arm); cycle columns from the VCD (kernel ap_start rise .. ap_done, steady launch 2); cosim report latency min/avg/max 3009/3021/3046 includes the testbench's control transactions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/autosa,E1,autosa_mm32i8z32_pnr_ooc,E1,AutoSA,32x32x16,,,pnr_ooc,300,pass,true,87,2989,,169841,262017,1024,11,5,1,0,0.048,0.0,,36088.4,,,3080.811,1399.596,824.69,0,,,reports/autosa_mm32i8z32_pnr_ooc/,,int8xint8->int32,32x32,3011,5744.384146598,3,gmem_A=128;gmem_B=128;gmem_C=32,"./autosa /scratch/hc676/e1_autosa_2026-09-06/gen/mm32i8z32/kernel.c --config=./autosa_config/autosa_config.json --target=autosa_hls_c --output-dir=/scratch/hc676/e1_autosa_2026-09-06/gen/mm32i8z32/out --sa-sizes={kernel[]->space_time[3];kernel[]->array_part[32,32,16];kernel[]->latency[1,1];kernel[]->simd[1]} --simd-info=/scratch/hc676/e1_autosa_2026-09-06/gen/mm32i8z32/simd_info.json --hls",cinit,1,,3011,2983,87,2989,3009,3021,3046,3009,3027,3046,,,1351,"same RTL as the cosim row: numpy int32 reference, seeds 0/1/2, mixed-sign int8 with -128/127 pinned, exact compare of every output in the RTL post-check","RTL (csynth) and P&R: this agent (np/ lanes, 2026-09-06 22:55 onwards)","stage times: synth 3080.811, opt 241.039, place 1399.596, physopt 53.432, route 824.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S4_tile_cosim,E1,Allo,MNK=4 (one 4x4 tile),,,cosim,300,pass,True,112,136,,,,,,,,,,,,59.635,,,,,,,,,reports/allo_S4_tile_cosim/ (18 files),,int8xint8->int32,4x4,137,122.461,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,136,146,167,137,152,168,,,,,,,,w1,/scratch/hc676/e1_allo_w1/S4_tile,complete,2026-09-07 13:24:38,1253,4,7.929,50.897,1123.842,,,,441,167,168,133,112,133,127,"[16, 16, 16]","xsim re-run of the Vitis cosim snapshot (apatb_gemm_top) with a VCD of ap_clk/ap_start/ap_done and the gmem2 write and gmem0 read handshakes; cycles counted on ap_clk from the launch's first ap_start cycle, sampled on the falling edge",2.433,108,8773,5250,16,6,0,,,,,,,16,1,True,s0:PASS:err0;s1:PASS:err0;s2:PASS:err0,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S4_tile_impl,E1,Allo,MNK=4 (one 4x4 tile),,,impl,300,pass,,,,,3693,4459,16,3,0,3,0,0.625,0.0,,59.635,,,,277.0,66.0,0,,,reports/allo_S4_tile_impl/ (40 files),,int8xint8->int32,4x4,,1195.406,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,,,,,,,,,,,,,146.0,w1,/scratch/hc676/e1_allo_w1/S4_tile,complete,2026-09-07 13:24:38,1253,4,7.929,50.897,1123.842,107.0,28.0,,,,,,,,,,,2.433,108,8773,5250,16,6,0,2.078,2.708,Timing met,0,474,884,16,1,True,,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S4_128_cosim,E1,Allo,MNK=128 (1024 4x4 tiles folded temporally),,,cosim,300,pass,True,316471,334909,,,,,,,,,,,,90.382,,,,,,,,,reports/allo_S4_128_cosim/ (18 files),,int8xint8->int32,4x4,334910,555.66,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,334909,334919,334940,334910,334925,334941,,,,,,,,w1,/scratch/hc676/e1_allo_w1/S4_128,complete,2026-09-07 13:24:38,1682,7,33.196,425.082,1120.174,,,,1004760,334940,334941,334906,316471,334906,334900,"[16384, 16384]","xsim re-run of the Vitis cosim snapshot (apatb_gemm_top) with a VCD of ap_clk/ap_start/ap_done and the gmem2 write and gmem0 read handshakes; cycles counted on ap_clk from the launch's first ap_start cycle, sampled on the falling edge",2.433,338973,8950,5640,16,54,0,,,,,,,16,1024,True,s0:PASS:err0;s1:PASS:err0;s2:PASS:err0,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S4_128_impl,E1,Allo,MNK=128 (1024 4x4 tiles folded temporally),,,impl,300,pass,,,,,4193,4808,16,41,18,5,0,0.792,0.0,,90.382,,,,241.0,52.0,0,,,reports/allo_S4_128_impl/ (41 files),,int8xint8->int32,4x4,,1250.752,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,,,,,,,,,,,,,185.0,w1,/scratch/hc676/e1_allo_w1/S4_128,complete,2026-09-07 13:24:38,1682,7,33.196,425.082,1120.174,85.0,25.0,,,,,,,,,,,2.433,338973,8950,5640,16,54,0,2.191,2.541,Timing met,0,474,978,16,1024,True,,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S8_tile_cosim,E1,Allo,MNK=8 (one 8x8 tile),,,cosim,300,pass,True,228,306,,,,,,,,,,,,79.582,,,,,,,,,reports/allo_S8_tile_cosim/ (18 files),,int8xint8->int32,8x8,307,322.245,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,306,316,337,307,322,338,,,,,,,,w1,/scratch/hc676/e1_allo_w1/S8_tile,complete,2026-09-07 13:24:38,1606,4,6.967,231.696,1279.565,,,,951,337,338,303,228,303,297,"[64, 64, 64]","xsim re-run of the Vitis cosim snapshot (apatb_gemm_top) with a VCD of ap_clk/ap_start/ap_done and the gmem2 write and gmem0 read handshakes; cycles counted on ap_clk from the launch's first ap_start cycle, sampled on the falling edge",2.433,272,21886,13040,64,6,0,,,,,,,64,1,True,s0:PASS:err0;s1:PASS:err0;s2:PASS:err0,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S8_tile_impl,E1,Allo,MNK=8 (one 8x8 tile),,,impl,300,pass,,,,,8419,8220,64,3,0,3,0,0.598,0.0,,79.582,,,,215.0,58.0,0,,,reports/allo_S8_tile_impl/ (40 files),,int8xint8->int32,8x8,,1370.114,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,,,,,,,,,,,,,180.0,w1,/scratch/hc676/e1_allo_w1/S8_tile,complete,2026-09-07 13:24:38,1606,4,6.967,231.696,1279.565,67.0,18.0,,,,,,,,,,,2.433,272,21886,13040,64,6,0,2.078,2.735,Timing met,0,1386,1864,64,1,True,,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S8_128_cosim,E1,Allo,MNK=128 (256 8x8 tiles folded temporally),,,cosim,300,pass,True,106807,125245,,,,,,,,,,,,80.113,,,,,,,,,reports/allo_S8_128_cosim/ (18 files),,int8xint8->int32,8x8,125246,647.242,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,125245,125255,125276,125246,125261,125277,,,,,,,,w1,/scratch/hc676/e1_allo_w1/S8_128,complete,2026-09-07 13:24:38,1968,4,15.508,547.621,1316.195,,,,375768,125276,125277,125242,106807,125242,125236,"[16384, 16384]","xsim re-run of the Vitis cosim snapshot (apatb_gemm_top) with a VCD of ap_clk/ap_start/ap_done and the gmem2 write and gmem0 read handshakes; cycles counted on ap_clk from the launch's first ap_start cycle, sampled on the falling edge",2.740,124701,22046,13942,64,22,4,,,,,,,64,256,True,s0:PASS:err0;s1:PASS:err0;s2:PASS:err0,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S8_128_impl,E1,Allo,MNK=128 (256 8x8 tiles folded temporally),,,impl,300,pass,,,,,10177,9301,64,43,20,3,0,0.428,0.0,,80.113,,,,225.0,64.0,0,,,reports/allo_S8_128_impl/ (40 files),,int8xint8->int32,8x8,,1415.816,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,,,,,,,,,,,,,183.0,w1,/scratch/hc676/e1_allo_w1/S8_128,complete,2026-09-07 13:24:38,1968,4,15.508,547.621,1316.195,67.0,25.0,,,,,,,,,,,2.740,124701,22046,13942,64,22,4,2.078,2.905,Timing met,0,1386,2184,64,256,True,,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S16_tile_cosim,E1,Allo,MNK=16 (one 16x16 tile),,,cosim,300,timeout_cosim,,,,,,,,,,,,,,,423.269,,,,,,,,,reports/allo_S16_tile_cosim/ (12 files),cosim did not finish: started but never returned; last Vitis message: none; first_output_cycles: null (no waveform-derived measurement for this build),int8xint8->int32,16x16,,443.363,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,,,,,,,,,,,,,,w1,/scratch/hc676/e1_allo_w1/S16_tile,complete_with_failures,2026-09-07 13:24:38,2597,13,7.094,,,,,,,,,,,,,,,2.433,888,72278,44627,256,6,0,,,,,,,256,1,True,,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S16_tile_impl,E1,Allo,MNK=16 (one 16x16 tile),,,impl,300,not_run_impl,,,,,,,,,,,,,,,423.269,,,,,,,,,reports/allo_S16_tile_impl/ (2 files),implementation was never started (the build stopped in an earlier stage),int8xint8->int32,16x16,,443.363,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,,,,,,,,,,,,,,w1,/scratch/hc676/e1_allo_w1/S16_tile,complete_with_failures,2026-09-07 13:24:38,2597,13,7.094,,,,,,,,,,,,,,,2.433,888,72278,44627,256,6,0,,,,,,,256,1,True,,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S16_128_cosim,E1,Allo,MNK=128 (64 16x16 tiles folded temporally),,,cosim,300,timeout_cosim,,,,,,,,,,,,,,,484.747,,,,,,,,,reports/allo_S16_128_cosim/ (12 files),cosim did not finish: started but never returned; last Vitis message: none; first_output_cycles: null (no waveform-derived measurement for this build),int8xint8->int32,16x16,,511.642,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,,,,,,,,,,,,,,w1,/scratch/hc676/e1_allo_w1/S16_128,complete_with_failures,2026-09-07 13:24:38,6081,10,16.895,,,,,,,,,,,,,,,2.433,69597,72983,47242,256,54,0,,,,,,,256,64,True,,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S16_128_impl,E1,Allo,MNK=128 (64 16x16 tiles folded temporally),,,impl,300,not_run_impl,,,,,,,,,,,,,,,484.747,,,,,,,,,reports/allo_S16_128_impl/ (2 files),implementation was never started (the build stopped in an earlier stage),int8xint8->int32,16x16,,511.642,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,,,,,,,,,,,,,,w1,/scratch/hc676/e1_allo_w1/S16_128,complete_with_failures,2026-09-07 13:24:38,6081,10,16.895,,,,,,,,,,,,,,,2.433,69597,72983,47242,256,54,0,,,,,,,256,64,True,,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S32_tile_cosim,E1,Allo,MNK=32 (one 32x32 tile),,,cosim,300,timeout,,,,,,,,,,,,,,,8419.433,,,,,,,,,reports/allo_S32_tile_cosim/ (12 files),"exceeded the ~3 h budget for the 32x32 builds (2026-09-07 01:45); the build was left running (started by a previous session, not killed) and its row is refreshed by e1_allo_finish.sh when it ends; cosim not finished: build still running at 2026-09-07 13:24:38 (tool processes: 260126:vitis_hls, 260170:vitis_hls); finished stages: csim END 16 s; csynth END 8419 s; cosim in progress for 844 min; 6 testbench seed lines so far; C testbench / xelab",int8xint8->int32,32x32,,,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,,,,,,,,,,,,,,w1,/scratch/hc676/e1_allo_w1/S32_tile,running,2026-09-07 13:24:38,,100,16.305,,,,,,,,,,,,,,,2.433,3272,289438,174232,1024,6,0,,,,,,,1024,1,True,,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S32_tile_impl,E1,Allo,MNK=32 (one 32x32 tile),,,impl,300,timeout,,,,,,,,,,,,,,,8419.433,,,,,,,,,reports/allo_S32_tile_impl/ (4 files),"exceeded the ~3 h budget for the 32x32 builds (2026-09-07 01:45); the build was left running (started by a previous session, not killed) and its row is refreshed by e1_allo_finish.sh when it ends; export_impl not finished: build still running at 2026-09-07 13:24:38 (tool processes: 260126:vitis_hls, 260170:vitis_hls); finished stages: csim END 16 s; csynth END 8419 s; cosim in progress for 844 min; 6 testbench seed lines so far; C testbench / xelab",int8xint8->int32,32x32,,,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,,,,,,,,,,,,,,w1,/scratch/hc676/e1_allo_w1/S32_tile,running,2026-09-07 13:24:38,,100,16.305,,,,,,,,,,,,,,,2.433,3272,289438,174232,1024,6,0,,,,,,,1024,1,True,,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S32_128_cosim,E1,Allo,MNK=128 (16 32x32 tiles folded temporally),,,cosim,300,timeout,,,,,,,,,,,,,,,8083.877,,,,,,,,,reports/allo_S32_128_cosim/ (12 files),"exceeded the ~3 h budget for the 32x32 builds (2026-09-07 01:45); the build was left running (started by a previous session, not killed) and its row is refreshed by e1_allo_finish.sh when it ends; cosim not finished: build still running at 2026-09-07 13:24:38 (tool processes: 241336:vitis_hls, 241380:vitis_hls); finished stages: csim END 33 s; csynth END 8084 s; cosim in progress for 831 min; 6 testbench seed lines so far; C testbench / xelab",int8xint8->int32,32x32,,,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,,,,,,,,,,,,,,w1,/scratch/hc676/e1_allo_w1/S32_128,running,2026-09-07 13:24:38,,139,33.196,,,,,,,,,,,,,,,2.433,55053,291581,181338,1024,70,0,,,,,,,1024,16,True,,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1_gemm/allo,E1,allo_S32_128_impl,E1,Allo,MNK=128 (16 32x32 tiles folded temporally),,,impl,300,timeout,,,,,,,,,,,,,,,8083.877,,,,,,,,,reports/allo_S32_128_impl/ (3 files),"exceeded the ~3 h budget for the 32x32 builds (2026-09-07 01:45); the build was left running (started by a previous session, not killed) and its row is refreshed by e1_allo_finish.sh when it ends; export_impl not finished: build still running at 2026-09-07 13:24:38 (tool processes: 241336:vitis_hls, 241380:vitis_hls); finished stages: csim END 33 s; csynth END 8084 s; cosim in progress for 831 min; 6 testbench seed lines so far; C testbench / xelab",int8xint8->int32,32x32,,,"3 AXI4 masters + 1 s_axi_control: m_axi_gmem0=A data 8b (bus 32b), addr 64b; m_axi_gmem1=B data 8b (bus 32b), addr 64b; m_axi_gmem2=C data 32b (bus 32b), addr 64b (burst 16, 16 outstanding, max widen 0: one element per beat)",,,,,,,,,,,,,,,,,,,,,,,w1,/scratch/hc676/e1_allo_w1/S32_128,running,2026-09-07 13:24:38,,139,33.196,,,,,,,,,,,,,,,2.433,55053,291581,181338,1024,70,0,,,,,,,1024,16,True,,"gmem0:R32/W32/A64,gmem1:R32/W32/A64,gmem2:R32/W32/A64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/spmw,E2,N1024_cosim,E2,SPMW folded radix-2 FFT,"1024-point complex FP32, 33 transforms a launch",1024,cosim,rtl_cosim,300,pass,True,4107,37902,33792,,,,,,,,,,,96.0,527.5,,,,,,11,11,reports/N1024_cosim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/spmw,E2,N1024_pnr,E2,SPMW folded radix-2 FFT,"1024-point complex FP32, 33 transforms a launch",1024,pnr,pnr_ooc,300,pass,,,,,15423,35587,199,31,2,27,0,0.431,0.0,2.902,96.6,539.8,807.1,257.837,318.566,137.009,0,11,11,reports/N1024_pnr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/spmw,E2,N128_cosim,E2,SPMW folded radix-2 FFT,"128-point complex FP32, 33 transforms a launch",128,cosim,rtl_cosim,300,pass,True,522,4749,4224,,,,,,,,,,,50.7,395.6,,,,,,8,8,reports/N128_cosim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/spmw,E2,N128_pnr,E2,SPMW folded radix-2 FFT,"128-point complex FP32, 33 transforms a launch",128,pnr,pnr_ooc,300,pass,,,,,10930,25425,139,12,0,12,0,0.461,0.0,2.872,52.8,413.5,709.0,218.829,296.637,110.84,0,8,8,reports/N128_pnr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/spmw,E2,N256_cosim,E2,SPMW folded radix-2 FFT,"256-point complex FP32, 33 transforms a launch",256,cosim,rtl_cosim,300,pass,True,1035,9486,8448,,,,,,,,,,,93.6,441.6,,,,,,9,9,reports/N256_cosim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/spmw,E2,N256_pnr,E2,SPMW folded radix-2 FFT,"256-point complex FP32, 33 transforms a launch",256,pnr,pnr_ooc,300,pass,,,,,12361,28865,159,18,1,16,0,0.388,0.0,2.945,93.2,447.4,730.4,232.631,292.728,115.909,0,9,9,reports/N256_pnr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/spmw,E2,N512_cosim,E2,SPMW folded radix-2 FFT,"512-point complex FP32, 33 transforms a launch",512,cosim,rtl_cosim,300,pass,True,2059,18958,16896,,,,,,,,,,,94.8,486.1,,,,,,10,10,reports/N512_cosim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
